A,A,3,8,D,C,C,C,B,A,A,C,D,C,D,A,D,B,B,B,A,C,B,A,E,C,A,A,B,A,E,E,D,D,B,D,C,D,D,C,D,C,A,E,E,C,ACD,ABCDE,ABCDE,ABCDE,ABCDE,ABC,ABCD,ABD,
A,A,3,9,D,C,C,C,B,D,A,C,C,C,C,A,C,B,B,C,A,B,B,A,C,C,D,B,B,B,E,E,D,D,B,B,D,D,D,B,D,C,A,C,E,B,AC,ABCD,ABCDE,ABCD,ABCD,ABDE,ABCD,ABCD,
A,A,2,10,D,A,C,D,B,D,A,C,D,C,C,C,D,B,E,B,A,C,B,A,E,C,A,D,A,C,E,C,D,D,B,D,D,D,B,C,D,C,A,E,E,D,AC,AC,ABCD,ACD,ABC,ABC,ABCDE,ABCD,
A,A,1,11,D,C,C,B,B,A,A,C,E,C,E,D,A,A,B,B,A,C,B,A,C,C,A,D,A,B,A,E,A,C,B,D,C,A,B,C,D,A,A,D,C,D,ABCDE,ABCD,ABCDE,ABCDE,ABCDE,ABC,AB,ABC,
A,A,2,12,A,C,C,C,A,D,A,C,D,C,A,C,B,B,E,B,A,D,B,A,C,A,D,C,A,A,A,C,D,B,B,C,C,D,D,C,D,D,A,C,E,B,A,ABC,ABCDE,ABCDE,ABC,AB,ABCD,ABCD,
A,B,1,13,A,C,C,C,B,A,A,A,A,A,D,A,E,B,E,B,A,D,B,A,E,C,A,B,A,B,E,C,D,B,C,D,C,D,A,E,D,C,A,E,E,D,ABCE,ABCD,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,
A,A,2,14,D,C,C,C,B,D,A,C,D,C,A,C,B,B,E,B,A,D,B,A,E,C,D,B,B,C,E,C,D,B,A,D,C,E,B,C,D,C,A,E,E,B,ABCDE,ABC,ABCDE,ABCDE,ABC,ABC,ABCD,ABCE,
A,B,1,15,D,C,C,D,B,D,A,C,A,E,D,C,D,B,B,B,A,A,B,A,C,C,A,D,A,A,E,C,D,B,B,D,C,D,E,C,A,C,A,C,E,B,ABCD,ABCD,ABD,ABCD,BC,AC,ABCD,ABCD,
A,B,1,16,D,C,C,C,B,A,A,C,C,A,E,A,A,C,E,B,A,B,B,A,D,A,D,C,C,B,E,E,D,D,B,D,C,D,C,C,D,C,A,E,A,B,ABC,ABCDE,ABCDE,ABCDE,ABCDE,ABC,ACE,ABC,
A,B,2,17,A,C,C,B,B,D,B,C,C,A,E,A,C,C,E,B,A,B,A,C,C,C,A,C,A,C,E,B,D,E,A,E,A,D,B,C,B,D,B,C,A,C,A,BE,AB,BE,ACDE,ABCDE,ABC,BC,
A,B,1,18,D,C,B,B,B,D,A,A,B,E,B,A,C,C,E,B,A,D,B,A,E,A,D,C,D,C,E,C,D,C,B,D,C,D,D,C,D,B,A,C,E,D,AC,ABCD,BC,ABCD,ABCE,ABC,ABD,AB,
A,B,3,19,A,C,C,C,B,D,A,C,C,A,A,C,E,A,E,B,A,B,B,A,E,C,A,B,B,A,A,D,D,E,B,D,C,D,D,C,D,C,A,D,A,D,A,BCD,ABCDE,ABCDE,ABCD,ABC,ABD,AB,
A,B,3,20,A,C,C,C,B,A,A,C,D,C,C,C,C,C,B,B,A,C,B,A,C,C,D,E,B,B,E,E,D,E,B,D,C,D,B,C,D,C,A,C,E,D,A,ABCD,ABCDE,ABD,ABCE,ABC,ABCD,BD,
A,A,3,21,D,C,C,C,B,A,C,B,C,C,A,C,C,E,B,B,A,B,B,A,C,C,A,B,B,A,E,C,D,B,B,D,C,D,B,E,D,C,A,D,E,D,AC,ACE,ABC,ABCDE,ABC,A,ACE,ABD,
A,A,2,22,B,C,C,C,B,D,A,C,D,C,B,C,C,C,D,C,D,D,C,C,D,C,C,C,C,C,A,C,A,E,B,B,B,B,B,B,B,B,B,C,C,C,AB,CD,ABCDE,BC,BC,BC,CD,BC,
A,B,2,23,D,C,C,C,B,D,A,C,D,C,A,C,C,B,E,B,A,D,B,A,E,C,D,B,A,A,E,C,A,D,B,D,C,D,B,C,D,C,A,E,E,D,AD,ABC,ABCDE,ABCDE,ABCD,ABC,ABCD,ABCD,
A,B,2,24,D,C,C,C,B,A,A,C,D,C,B,C,B,B,E,B,A,D,B,A,E,C,D,C,A,C,E,C,A,D,B,D,C,D,B,C,D,C,A,C,E,D,ABCDE,ABCD,ABCDE,ABCDE,ABC,ABC,ABCD,ABCD,
A,B,3,25,D,C,C,C,B,A,A,C,D,C,A,C,C,B,E,B,A,B,B,A,E,C,D,C,A,C,E,C,A,D,B,D,C,E,B,C,D,C,A,C,E,D,A,ABC,ABCD,ABCDE,ABC,ABC,ABCD,ABCD,
B,A,1,26,D,C,C,C,B,D,A,C,C,E,C,C,B,A,E,B,A,D,B,A,E,C,E,B,B,C,E,D,A,E,B,D,D,D,C,C,A,C,A,E,E,D,A,BCD,ABCDE,E,ABCE,ABC,ABCD,ABCD,
B,A,3,27,A,C,C,C,B,D,A,C,C,E,D,B,C,B,E,B,A,C,B,A,E,C,D,C,A,C,E,E,D,B,B,D,C,D,B,C,D,C,A,A,E,D,ABC,ABCD,ABCDE,ABCDE,ABE,ABCE,CD,ABD,
B,A,3,28,D,C,C,C,B,A,A,C,D,A,B,A,C,B,E,B,A,D,B,A,E,C,D,C,A,A,E,E,D,B,B,D,C,D,B,C,D,A,A,C,E,D,ABCDE,ABCD,ABCDE,ABCDE,ABC,ABC,ABCD,ABCD,
B,B,2,29,D,C,C,C,B,D,A,C,D,C,B,C,C,B,B,B,A,D,B,A,E,C,D,C,A,A,E,C,D,D,B,D,C,D,B,C,D,C,A,C,E,D,ABCDE,ABCD,ABCD,ABC,ABCDE,ABC,ABCD,ABCD,
B,B,2,30,D,C,D,C,B,D,A,C,A,B,B,B,C,B,E,B,A,D,B,A,C,C,D,C,C,A,E,C,D,E,B,D,C,D,E,C,D,B,A,C,E,D,ABC,ABC,ABCDE,ABCDE,ABCDE,ABCD,ACDE,ACD,
B,B,1,31,D,C,C,B,B,D,A,C,D,B,D,C,B,C,E,B,A,B,B,A,E,C,D,D,B,A,E,D,D,E,B,A,C,D,D,C,D,C,A,E,A,D,AB,ADE,ABCE,ABC,ABCD,ABC,ABD,ABC,
B,B,1,32,A,C,C,A,B,D,A,C,E,E,D,E,C,C,B,B,A,B,C,A,C,C,A,B,A,B,E,C,D,B,B,D,A,D,E,E,D,C,A,C,E,B,ABCD,BCDE,BDE,ABCDE,ABCD,ABC,ABCE,ABE,
B,A,1,33,C,C,C,B,B,A,A,C,D,A,B,C,C,B,E,B,A,D,B,A,E,C,A,D,B,C,E,C,D,E,B,D,C,D,D,C,D,C,A,C,E,B,ABCD,ABE,ABC,ABDE,ABCE,ABC,ABCD,ABD,
B,A,2,34,D,C,C,C,B,D,A,C,D,E,B,C,C,E,E,B,A,D,B,A,E,C,A,C,A,A,E,C,D,E,B,D,C,D,D,C,D,C,A,C,E,B,ABC,ABCD,ABCDE,ABCDE,ABC,ABC,ABD,ABCD,
B,B,2,35,D,C,C,C,B,D,A,C,D,C,B,C,C,C,E,B,A,B,B,A,E,C,C,C,A,C,E,E,D,D,B,D,C,D,B,C,D,C,A,E,E,D,AC,ABC,ABCDE,ABCD,ABC,ABC,ABCD,ABCD,
B,B,1,36,D,C,C,A,B,A,A,C,D,C,B,A,B,B,E,B,A,D,B,A,E,C,D,C,A,A,E,C,A,D,B,D,C,A,D,C,D,C,A,E,E,C,ABCDE,ABCD,ABCDE,ABCD,ABCDE,ABC,ABCD,ABCD,
B,B,2,37,D,C,C,C,B,D,A,C,D,C,B,C,C,B,E,B,A,D,B,A,E,C,D,C,A,C,E,C,D,E,B,D,C,D,B,C,A,C,A,C,E,B,ABC,ABCE,ABCDE,ABCDE,ABE,ABC,ABCD,ABC,
B,A,2,38,D,C,D,C,A,A,A,C,B,D,B,C,B,B,E,C,D,D,B,A,E,C,A,C,B,C,E,C,C,B,A,D,C,D,C,E,D,A,A,C,E,D,A,A,D,AD,ABCDE,AC,ABCD,ABC,
B,B,3,39,A,C,B,A,B,A,A,C,B,A,B,A,C,A,E,B,A,B,B,D,E,C,A,D,B,B,A,C,A,B,B,D,D,D,C,C,D,B,A,E,A,D,CD,ABCE,ABE,ABCD,ABC,AB,ABCD,ABCD,
B,A,2,40,C,A,C,D,B,A,A,C,E,A,C,C,A,C,E,B,A,C,B,A,E,C,A,B,A,C,E,C,D,D,B,D,C,D,D,C,D,C,A,C,E,B,ACDE,ABC,ABCD,ABCDE,ABCDE,ABC,BCD,ABCD,
B,A,2,41,D,C,C,C,B,A,A,C,D,E,A,A,C,B,B,B,A,B,B,A,E,C,A,B,C,A,A,E,D,C,C,D,B,D,E,B,A,C,A,E,A,B,A,ABCD,ABCDE,ABCDE,ABCDE,ABCD,ABCDE,ABCD,
B,A,2,42,A,C,C,C,B,D,C,C,C,D,C,A,B,B,B,B,A,B,C,A,C,C,D,B,A,C,A,E,C,B,B,D,C,D,C,C,A,C,A,E,E,D,ABCD,ABCDE,ABCDE,ABCD,ABCD,ABC,ABCDE,ABCD,
B,A,3,43,A,C,C,B,B,D,A,C,D,E,B,C,C,C,E,B,A,D,B,A,B,C,C,C,D,B,C,C,A,E,D,B,B,D,C,D,C,D,D,D,E,C,D,CD,B,B,BD,ABC,C,C,
B,A,1,44,D,C,C,C,B,D,A,C,D,B,A,C,C,D,B,B,A,D,B,A,E,C,D,C,A,B,E,D,D,B,A,A,C,D,A,C,A,C,A,E,E,D,ABCE,AC,ABCDE,ABCD,ABCDE,ABC,ABCDE,ABD,
B,A,1,45,D,C,D,B,B,A,A,C,D,B,A,A,A,C,B,B,A,D,B,A,E,C,A,C,A,A,A,D,D,E,A,D,B,D,D,C,D,A,A,E,E,D,ABCDE,ABC,ABCDE,ABC,ABC,ABC,ABCDE,ABCDE,
B,A,2,46,D,C,C,A,B,D,A,A,D,D,C,C,B,B,C,B,A,B,B,A,C,C,A,B,B,A,A,C,A,E,A,D,A,D,C,E,B,C,A,E,E,D,ABCE,ABCDE,ABCDE,ACD,ABCDE,ABC,ABCDE,ABCDE,
B,A,1,47,D,C,C,C,B,A,A,C,D,A,C,C,C,E,E,B,A,D,B,A,E,C,D,B,B,A,E,E,A,E,B,D,A,D,B,A,D,C,A,E,E,B,AC,ABCDE,ABCDE,ABCDE,ABCE,ABC,ABCD,ABC,
B,A,1,48,D,C,C,C,B,D,A,C,D,B,C,A,A,A,E,B,A,D,B,A,C,C,B,C,A,C,E,C,A,E,A,D,C,D,B,C,D,C,A,E,E,D,AC,AB,ABCDE,ABCDE,ABCDE,ABCD,ABCD,ABCD,
B,A,1,49,D,C,C,E,B,A,A,C,C,A,C,C,C,C,E,B,A,D,B,E,E,C,D,C,C,C,E,E,E,E,B,C,C,E,B,B,D,C,A,E,D,C,AB,AD,BD,ABCD,ABC,BCD,ADE,AB,
B,A,3,50,D,C,C,A,B,A,C,C,D,C,B,C,C,A,E,B,A,B,B,A,E,C,A,C,C,C,A,E,E,B,A,D,C,D,A,C,D,C,A,C,E,B,ABC,AD,BC,ABCD,ACD,ABC,BE,ABC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
