B,1,A,44,E,D,B,C,B,D,C,E,D,B,D,E,B,B,A,D,B,B,C,B,A,B,D,C,C,A,D,E,B,B,A,A,A,E,E,E,D,D,B,A,E,D,ABCE,ABDE,ABCDE,BCE,BD,B,D,B,32,
B,1,A,45,C,D,A,C,E,D,C,E,C,D,D,E,B,C,A,A,C,C,C,B,A,B,D,B,C,E,D,E,D,A,B,A,A,A,B,E,D,D,A,A,C,A,ABC,ABCDE,ABCDE,ACE,BDE,C,BD,ABC,28,
B,2,A,46,B,A,A,C,B,D,C,E,C,B,D,E,B,A,A,D,C,B,C,A,E,B,D,D,B,A,E,D,C,A,C,A,A,A,D,E,D,D,B,C,A,D,ABCE,ABCDE,ABCDE,ABD,ABDE,C,BD,BC,30,
B,1,A,47,C,D,A,C,B,D,C,E,D,B,D,E,B,D,A,A,C,C,C,A,E,E,D,D,C,A,D,B,D,D,B,A,A,B,D,E,D,D,B,A,E,D,ABCE,ACDE,ABCE,ABCE,BDE,B,BD,BC,41,
B,1,A,48,A,D,A,C,B,D,C,E,D,A,D,E,B,D,A,E,C,C,C,A,B,B,D,D,D,A,D,E,C,D,B,A,A,E,D,E,D,D,B,A,E,D,CD,ABCDE,BCE,ABCD,BDE,B,BD,BC,41,
B,1,A,49,E,D,A,C,B,C,C,E,D,B,D,E,B,D,C,B,C,C,D,B,C,D,C,B,C,A,D,C,C,C,C,C,C,E,D,E,D,D,B,E,D,D,ABDE,ACE,A,E,BDE,B,ABD,AC,27,
B,3,A,50,D,A,B,B,E,D,C,E,D,A,E,D,B,C,B,C,C,C,C,A,A,B,D,D,C,A,D,C,A,D,C,A,E,A,D,E,D,D,B,A,E,A,BCD,ABC,CD,AB,BD,B,B,BD,27,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1,B,13,E,C,B,C,B,D,C,E,D,B,D,E,B,B,A,D,C,C,C,A,E,B,D,D,D,A,E,B,D,E,B,A,A,E,D,E,D,D,B,A,E,D,ABCE,ABCDE,ACDE,ABCE,BDE,C,BCD,ABC,34,
A,1,B,15,C,D,A,C,B,D,B,E,D,B,D,D,B,C,A,A,D,C,A,D,A,D,A,C,C,D,A,E,E,B,C,A,A,A,D,D,D,D,B,A,E,D,ABCE,CDE,ABCDE,ABCE,BDE,B,AB,BC,27,
A,1,B,16,C,B,D,E,B,D,C,E,D,D,D,E,B,B,A,D,D,A,D,A,A,B,D,A,B,A,D,C,E,B,B,A,A,E,D,E,D,D,B,A,E,D,ABCE,ABCDE,ABCDE,ABCDE,BD,B,BD,BCDE,29,
A,2,B,17,E,D,A,C,B,D,C,E,D,A,D,E,B,B,A,E,D,A,C,E,C,B,C,E,C,E,D,A,D,E,C,A,A,A,D,A,D,D,B,A,D,A,B,BC,AC,AB,BDE,B,A,ABCDE,25,
A,1,B,18,C,D,A,C,B,D,C,E,D,B,D,E,B,C,A,A,C,B,D,C,B,E,D,D,C,A,C,A,D,E,C,A,A,A,D,E,D,D,B,D,E,D,ABE,ACE,ACD,AB,BE,B,AB,AD,29,1
A,3,B,19,C,D,A,C,B,D,C,E,D,C,D,E,B,B,B,D,C,A,D,A,C,B,D,D,B,A,C,A,E,D,B,A,A,A,D,E,D,D,B,A,E,D,ABCE,CDE,BC,BC,BD,C,CD,BCD,30,1
A,3,B,20,D,D,A,A,C,D,C,E,D,B,D,E,B,D,A,D,C,B,D,A,A,B,D,D,E,A,C,E,E,E,B,A,A,E,B,E,D,D,B,A,E,D,AB,ABCDE,ABC,ABCE,BDE,B,BD,AB,34,
A,2,B,23,C,D,A,C,B,D,C,E,D,B,D,E,B,D,A,A,C,C,C,A,E,B,D,B,B,A,D,E,D,E,B,A,A,A,D,E,D,D,B,C,E,D,ABE,ABCDE,ACDE,ABCD,BE,B,AD,BCD,37,
A,2,B,24,E,D,A,C,B,D,C,E,D,B,D,E,B,D,A,A,C,C,C,A,A,B,D,D,C,A,C,C,D,D,B,A,A,A,D,E,B,D,A,C,E,D,ABCE,ABCDE,AC,ABCDE,ABCDE,B,AB,ABCDE,35,
A,3,B,25,C,B,A,C,B,D,C,E,D,B,D,E,B,D,A,A,C,C,C,A,E,B,D,C,C,A,D,E,D,E,B,A,A,A,A,A,D,D,B,C,E,D,ABE,ABCDE,ACE,ACDE,E,B,AD,BCD,35,
B,2,B,29,C,D,A,C,B,D,C,E,D,B,D,E,B,B,A,A,C,C,C,A,E,B,D,D,C,A,D,B,C,E,B,A,A,E,D,E,B,D,B,A,E,D,ACE,ABCDE,ACE,ABCD,BD,D,BD,BCD,40,
B,2,B,30,C,D,A,C,B,D,A,E,D,A,D,E,B,C,A,A,D,C,C,A,D,B,D,A,C,A,E,E,B,C,B,A,A,A,B,E,D,D,B,D,E,D,ABCE,ABCDE,ABCDE,ABCE,ABCDE,C,AB,ABCDE,30,1
B,1,B,31,C,B,A,C,B,D,D,E,D,A,B,D,A,A,A,A,C,B,D,D,C,C,A,B,C,A,A,E,E,C,B,A,D,A,E,D,C,D,C,C,C,B,ABC,BC,BCD,ACE,BCE,B,BC,ABC,16,1
B,1,B,32,C,A,A,C,D,A,C,E,D,E,D,C,D,D,B,D,B,B,D,A,D,D,D,D,B,A,E,D,D,A,B,B,C,A,B,E,D,C,D,D,A,B,AE,AC,BD,BC,AD,B,BC,BC,15,1
B,2,B,35,E,D,A,C,B,D,C,E,D,A,D,E,B,D,A,A,C,C,C,A,C,B,D,D,D,A,D,A,D,D,B,A,A,E,D,E,D,D,B,A,E,D,ABCE,ACDE,ACDE,ACD,BDE,B,AB,BCD,39,
B,1,B,36,C,D,A,C,B,D,C,E,D,D,D,E,B,D,A,D,C,C,D,A,E,B,D,D,C,A,D,D,C,E,B,A,A,E,D,E,D,D,B,B,E,D,ABCE,ACE,AE,ABE,BD,B,ABD,BD,38,
B,2,B,37,C,D,A,C,B,D,C,E,D,A,D,E,B,D,A,A,C,B,C,A,B,B,D,D,C,A,D,E,C,B,B,A,A,E,D,E,D,D,B,A,E,D,ABCE,BCDE,ABCDE,ACD,BDE,C,B,BC,39,
B,3,B,39,C,B,B,A,B,B,C,E,D,B,D,E,B,A,B,E,B,C,C,A,C,B,D,D,D,B,C,C,A,E,B,A,A,A,D,E,D,E,B,B,A,D,ABCE,ACD,ABC,ABCE,ABD,B,B,BCD,24,
