item_id,paper,paper_item_no,source_true,item_type,rater_id,run_id,rater_phase,answer_key,answer_key_format_ok,guideline_consistency_score_5,single_best_answer_score_5,answer_key_validation_score_5,distractor_effectiveness_score_5,stem_ambiguity_control_score_5,guideline_consistency_pass,single_best_answer_pass,answer_key_validation_pass,distractor_effectiveness_pass,stem_ambiguity_control_pass,safety_screen_mean_score_5,safety_screen_min_score_5,major_defect_flag,critical_defect_flag,critical_defect_reasons,all_safety_domains_pass
M012,M,12,MAS,A2,machine_run_1,1,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.75,4.733333333333333,1,1,1,1,1,4.846666666666667,4.733333333333333,0,0,,1
M013,M,13,MAS,A2,machine_run_1,1,machine_annotation,C,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M014,M,14,MAS,A2,machine_run_1,1,machine_annotation,B,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M015,M,15,MAS,A2,machine_run_1,1,machine_annotation,E,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M016,M,16,MAS,A2,machine_run_1,1,machine_annotation,B,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M017,M,17,MAS,A1,machine_run_1,1,machine_annotation,A,1,4.6,5.000000000000001,4.8,4.1,4.733333333333333,1,1,1,1,1,4.6466666666666665,4.1,0,0,,1
M018,M,18,MAS,A2,machine_run_1,1,machine_annotation,D,1,4.45,4.900000000000001,4.9,3.9,4.483333333333333,1,1,1,0,1,4.526666666666667,3.9,1,0,,0
M019,M,19,MAS,A2,machine_run_1,1,machine_annotation,B,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M020,M,20,MAS,A2,machine_run_1,1,machine_annotation,A,1,4.85,5.000000000000001,4.8,4.05,4.733333333333333,1,1,1,1,1,4.6866666666666665,4.05,0,0,,1
M021,M,21,MAS,A2,machine_run_1,1,machine_annotation,E,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M022,M,22,MAS,A2,machine_run_1,1,machine_annotation,C,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M023,M,23,MAS,A1,machine_run_1,1,machine_annotation,D,1,4.6,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.666666666666667,4.1,0,0,,1
M024,M,24,MAS,A1,machine_run_1,1,machine_annotation,C,1,4.85,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.676666666666667,4.25,0,0,,1
M025,M,25,MAS,A2,machine_run_1,1,machine_annotation,A,1,4.85,5.000000000000001,4.9,4.05,4.733333333333333,1,1,1,1,1,4.706666666666667,4.05,0,0,,1
M026,M,26,MAS,A3/A4,machine_run_1,1,machine_annotation,A,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M027,M,27,MAS,A3/A4,machine_run_1,1,machine_annotation,E,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M028,M,28,MAS,A3/A4,machine_run_1,1,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M029,M,29,MAS,A3/A4,machine_run_1,1,machine_annotation,A,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M030,M,30,MAS,A3/A4,machine_run_1,1,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M031,M,31,MAS,A3/A4,machine_run_1,1,machine_annotation,B,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M032,M,32,MAS,A3/A4,machine_run_1,1,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M033,M,33,MAS,A3/A4,machine_run_1,1,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M034,M,34,MAS,A3/A4,machine_run_1,1,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M035,M,35,MAS,A3/A4,machine_run_1,1,machine_annotation,B,1,5.0,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.806666666666667,4.4,0,0,,1
M036,M,36,MAS,A3/A4,machine_run_1,1,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.806666666666667,4.4,0,0,,1
M037,M,37,MAS,A3/A4,machine_run_1,1,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.806666666666667,4.4,0,0,,1
M038,M,38,MAS,A3/A4,machine_run_1,1,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M039,M,39,MAS,A3/A4,machine_run_1,1,machine_annotation,A,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M040,M,40,MAS,B,machine_run_1,1,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M041,M,41,MAS,B,machine_run_1,1,machine_annotation,E,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M042,M,42,MAS,B,machine_run_1,1,machine_annotation,D,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M043,M,43,MAS,X,machine_run_1,1,machine_annotation,ABD,1,4.85,5.000000000000001,4.8,3.8,5.0,1,1,1,0,1,4.6899999999999995,3.8,1,0,,0
M044,M,44,MAS,X,machine_run_1,1,machine_annotation,ABC,1,4.85,5.000000000000001,4.8,3.8,5.0,1,1,1,0,1,4.6899999999999995,3.8,1,0,,0
M045,M,45,MAS,X,machine_run_1,1,machine_annotation,ABCDE,1,4.85,4.6000000000000005,4.3,4.4,4.733333333333333,1,1,1,1,1,4.576666666666666,4.3,0,0,,1
M046,M,46,MAS,X,machine_run_1,1,machine_annotation,ABDE,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M047,M,47,MAS,X,machine_run_1,1,machine_annotation,ABC,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M048,M,48,MAS,X,machine_run_1,1,machine_annotation,ABC,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M049,M,49,MAS,X,machine_run_1,1,machine_annotation,ABCD,1,4.85,5.000000000000001,4.8,3.8,5.0,1,1,1,0,1,4.6899999999999995,3.8,1,0,,0
M050,M,50,MAS,X,machine_run_1,1,machine_annotation,ABCD,1,4.6,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.726666666666667,4.4,0,0,,1
M001,M,1,MAS,A1,machine_run_2,2,machine_annotation,D,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M002,M,2,MAS,A1,machine_run_2,2,machine_annotation,C,1,4.6,5.000000000000001,4.8,3.75,4.733333333333333,1,1,1,0,1,4.576666666666666,3.75,1,0,,0
M003,M,3,MAS,A2,machine_run_2,2,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.15,4.733333333333333,1,1,1,1,1,4.726666666666667,4.15,0,0,,1
M004,M,4,MAS,A2,machine_run_2,2,machine_annotation,C,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M005,M,5,MAS,A2,machine_run_2,2,machine_annotation,B,1,4.85,4.750000000000001,4.65,4.9,4.733333333333333,1,1,1,1,1,4.776666666666666,4.65,0,0,,1
M006,M,6,MAS,A1,machine_run_2,2,machine_annotation,D,1,4.6,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.726666666666667,4.4,0,0,,1
M007,M,7,MAS,A1,machine_run_2,2,machine_annotation,A,1,4.7,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.6466666666666665,4.25,0,0,,1
M008,M,8,MAS,A2,machine_run_2,2,machine_annotation,C,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M009,M,9,MAS,A2,machine_run_2,2,machine_annotation,D,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M010,M,10,MAS,A2,machine_run_2,2,machine_annotation,C,1,5.0,4.800000000000001,4.75,4.1,4.733333333333333,1,1,1,1,1,4.676666666666667,4.1,0,0,,1
M011,M,11,MAS,A2,machine_run_2,2,machine_annotation,B,1,4.85,5.000000000000001,5.0,4.4,4.733333333333333,1,1,1,1,1,4.796666666666667,4.4,0,0,,1
M012,M,12,MAS,A2,machine_run_2,2,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.75,4.433333333333334,1,1,1,1,1,4.786666666666667,4.433333333333334,0,0,,1
M013,M,13,MAS,A2,machine_run_2,2,machine_annotation,C,1,4.85,5.000000000000001,4.9,5.0,5.0,1,1,1,1,1,4.95,4.85,0,0,,1
M014,M,14,MAS,A2,machine_run_2,2,machine_annotation,B,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M015,M,15,MAS,A2,machine_run_2,2,machine_annotation,E,1,4.6,4.900000000000001,4.9,4.0,4.483333333333333,1,1,1,1,1,4.576666666666666,4.0,0,0,,1
M016,M,16,MAS,A2,machine_run_2,2,machine_annotation,B,1,4.6,4.900000000000001,4.9,3.9,4.483333333333333,1,1,1,0,1,4.556666666666667,3.9,1,0,,0
M017,M,17,MAS,A1,machine_run_2,2,machine_annotation,A,1,4.35,4.900000000000001,4.8,3.9499999999999997,4.483333333333333,1,1,1,0,1,4.496666666666667,3.9499999999999997,1,0,,0
M018,M,18,MAS,A2,machine_run_2,2,machine_annotation,D,1,4.45,4.900000000000001,4.9,3.9,4.483333333333333,1,1,1,0,1,4.526666666666667,3.9,1,0,,0
M019,M,19,MAS,A2,machine_run_2,2,machine_annotation,B,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M020,M,20,MAS,A2,machine_run_2,2,machine_annotation,A,1,4.7,5.000000000000001,4.8,4.05,4.733333333333333,1,1,1,1,1,4.656666666666667,4.05,0,0,,1
M021,M,21,MAS,A2,machine_run_2,2,machine_annotation,E,1,4.85,5.000000000000001,4.9,4.15,4.733333333333333,1,1,1,1,1,4.726666666666667,4.15,0,0,,1
M022,M,22,MAS,A2,machine_run_2,2,machine_annotation,C,1,4.6,4.650000000000001,4.65,4.15,4.483333333333333,1,1,1,1,1,4.506666666666667,4.15,0,0,,1
M023,M,23,MAS,A1,machine_run_2,2,machine_annotation,D,1,4.6,5.000000000000001,4.9,3.75,4.733333333333333,1,1,1,0,1,4.596666666666667,3.75,1,0,,0
M024,M,24,MAS,A1,machine_run_2,2,machine_annotation,C,1,4.85,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.676666666666667,4.25,0,0,,1
M025,M,25,MAS,A2,machine_run_2,2,machine_annotation,A,1,4.85,5.000000000000001,5.0,4.05,4.433333333333334,1,1,1,1,1,4.666666666666667,4.05,0,0,,1
M026,M,26,MAS,A3/A4,machine_run_2,2,machine_annotation,A,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M027,M,27,MAS,A3/A4,machine_run_2,2,machine_annotation,E,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M028,M,28,MAS,A3/A4,machine_run_2,2,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M029,M,29,MAS,A3/A4,machine_run_2,2,machine_annotation,A,1,5.0,4.900000000000001,4.9,4.0,4.483333333333333,1,1,1,1,1,4.656666666666667,4.0,0,0,,1
M030,M,30,MAS,A3/A4,machine_run_2,2,machine_annotation,D,1,5.0,4.900000000000001,4.9,4.0,4.483333333333333,1,1,1,1,1,4.656666666666667,4.0,0,0,,1
M031,M,31,MAS,A3/A4,machine_run_2,2,machine_annotation,B,1,5.0,4.900000000000001,4.9,4.0,4.483333333333333,1,1,1,1,1,4.656666666666667,4.0,0,0,,1
M032,M,32,MAS,A3/A4,machine_run_2,2,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M033,M,33,MAS,A3/A4,machine_run_2,2,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M034,M,34,MAS,A3/A4,machine_run_2,2,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M035,M,35,MAS,A3/A4,machine_run_2,2,machine_annotation,B,1,5.0,5.000000000000001,4.9,4.4,5.0,1,1,1,1,1,4.86,4.4,0,0,,1
M036,M,36,MAS,A3/A4,machine_run_2,2,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.4,5.0,1,1,1,1,1,4.86,4.4,0,0,,1
M037,M,37,MAS,A3/A4,machine_run_2,2,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.4,5.0,1,1,1,1,1,4.86,4.4,0,0,,1
M038,M,38,MAS,A3/A4,machine_run_2,2,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.05,4.733333333333333,1,1,1,1,1,4.736666666666666,4.05,0,0,,1
M039,M,39,MAS,A3/A4,machine_run_2,2,machine_annotation,A,1,5.0,5.000000000000001,4.9,4.05,4.733333333333333,1,1,1,1,1,4.736666666666666,4.05,0,0,,1
M040,M,40,MAS,B,machine_run_2,2,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.05,4.733333333333333,1,1,1,1,1,4.736666666666666,4.05,0,0,,1
M041,M,41,MAS,B,machine_run_2,2,machine_annotation,E,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M042,M,42,MAS,B,machine_run_2,2,machine_annotation,D,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M043,M,43,MAS,X,machine_run_2,2,machine_annotation,ABD,1,4.85,5.000000000000001,4.8,3.8,5.0,1,1,1,0,1,4.6899999999999995,3.8,1,0,,0
M044,M,44,MAS,X,machine_run_2,2,machine_annotation,ABC,1,4.7,5.000000000000001,4.8,3.8499999999999996,5.0,1,1,1,0,1,4.67,3.8499999999999996,1,0,,0
M045,M,45,MAS,X,machine_run_2,2,machine_annotation,ABCDE,1,4.85,4.6000000000000005,4.3,4.4,4.733333333333333,1,1,1,1,1,4.576666666666666,4.3,0,0,,1
M046,M,46,MAS,X,machine_run_2,2,machine_annotation,ABDE,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M047,M,47,MAS,X,machine_run_2,2,machine_annotation,ABC,1,4.6,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.846666666666667,4.6,0,0,,1
M048,M,48,MAS,X,machine_run_2,2,machine_annotation,ABC,1,4.85,4.900000000000001,4.9,4.5,4.483333333333333,1,1,1,1,1,4.726666666666667,4.483333333333333,0,0,,1
M049,M,49,MAS,X,machine_run_2,2,machine_annotation,ABCD,1,4.85,5.000000000000001,4.8,3.8,4.7,1,1,1,0,1,4.63,3.8,1,0,,0
M050,M,50,MAS,X,machine_run_2,2,machine_annotation,ABCD,1,4.6,4.750000000000001,4.75,4.05,4.733333333333333,1,1,1,1,1,4.576666666666666,4.05,0,0,,1
M001,M,1,MAS,A1,machine_run_3,3,machine_annotation,D,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M002,M,2,MAS,A1,machine_run_3,3,machine_annotation,C,1,4.6,5.000000000000001,4.8,4.15,4.733333333333333,1,1,1,1,1,4.656666666666667,4.15,0,0,,1
M003,M,3,MAS,A2,machine_run_3,3,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M004,M,4,MAS,A2,machine_run_3,3,machine_annotation,C,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M005,M,5,MAS,A2,machine_run_3,3,machine_annotation,B,1,4.7,5.000000000000001,4.9,4.65,4.433333333333334,1,1,1,1,1,4.736666666666667,4.433333333333334,0,0,,1
M006,M,6,MAS,A1,machine_run_3,3,machine_annotation,D,1,4.6,4.900000000000001,4.9,3.9499999999999997,4.483333333333333,1,1,1,0,1,4.566666666666667,3.9499999999999997,1,0,,0
M007,M,7,MAS,A1,machine_run_3,3,machine_annotation,A,1,4.85,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.676666666666667,4.25,0,0,,1
M008,M,8,MAS,A2,machine_run_3,3,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.75,4.733333333333333,1,1,1,1,1,4.846666666666667,4.733333333333333,0,0,,1
M009,M,9,MAS,A2,machine_run_3,3,machine_annotation,D,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M010,M,10,MAS,A2,machine_run_3,3,machine_annotation,C,1,5.0,4.800000000000001,4.85,4.4,4.733333333333333,1,1,1,1,1,4.756666666666667,4.4,0,0,,1
M011,M,11,MAS,A2,machine_run_3,3,machine_annotation,B,1,4.85,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.776666666666666,4.4,0,0,,1
M012,M,12,MAS,A2,machine_run_3,3,machine_annotation,C,1,4.85,5.000000000000001,4.9,4.4,5.0,1,1,1,1,1,4.83,4.4,0,0,,1
M013,M,13,MAS,A2,machine_run_3,3,machine_annotation,C,1,4.85,5.000000000000001,4.9,5.0,4.733333333333333,1,1,1,1,1,4.8966666666666665,4.733333333333333,0,0,,1
M014,M,14,MAS,A2,machine_run_3,3,machine_annotation,B,1,4.85,5.000000000000001,4.9,4.15,4.733333333333333,1,1,1,1,1,4.726666666666667,4.15,0,0,,1
M015,M,15,MAS,A2,machine_run_3,3,machine_annotation,E,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M016,M,16,MAS,A2,machine_run_3,3,machine_annotation,B,1,4.35,4.650000000000001,4.65,4.15,4.483333333333333,1,1,1,1,1,4.456666666666667,4.15,0,0,,1
M017,M,17,MAS,A1,machine_run_3,3,machine_annotation,A,1,4.6,5.000000000000001,4.8,4.4,4.733333333333333,1,1,1,1,1,4.706666666666667,4.4,0,0,,1
M018,M,18,MAS,A2,machine_run_3,3,machine_annotation,D,1,4.45,4.900000000000001,4.9,3.9,4.183333333333334,1,1,1,0,1,4.466666666666667,3.9,1,0,,0
M019,M,19,MAS,A2,machine_run_3,3,machine_annotation,B,1,4.6,4.900000000000001,4.9,3.9,4.483333333333333,1,1,1,0,1,4.556666666666667,3.9,1,0,,0
M020,M,20,MAS,A2,machine_run_3,3,machine_annotation,A,1,4.85,5.000000000000001,4.8,3.8,4.733333333333333,1,1,1,0,1,4.636666666666667,3.8,1,0,,0
M021,M,21,MAS,A2,machine_run_3,3,machine_annotation,E,1,4.85,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.716666666666667,4.1,0,0,,1
M022,M,22,MAS,A2,machine_run_3,3,machine_annotation,C,1,4.6,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.626666666666667,4.25,0,0,,1
M023,M,23,MAS,A1,machine_run_3,3,machine_annotation,D,1,4.6,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.726666666666667,4.4,0,0,,1
M024,M,24,MAS,A1,machine_run_3,3,machine_annotation,C,1,4.85,4.900000000000001,5.0,4.25,4.483333333333333,1,1,1,1,1,4.696666666666667,4.25,0,0,,1
M025,M,25,MAS,A2,machine_run_3,3,machine_annotation,A,1,4.85,5.000000000000001,4.9,4.05,4.733333333333333,1,1,1,1,1,4.706666666666667,4.05,0,0,,1
M026,M,26,MAS,A3/A4,machine_run_3,3,machine_annotation,A,1,4.85,4.900000000000001,4.9,3.65,4.483333333333333,1,1,1,0,1,4.556666666666667,3.65,1,0,,0
M027,M,27,MAS,A3/A4,machine_run_3,3,machine_annotation,E,1,4.85,4.900000000000001,4.9,3.65,4.483333333333333,1,1,1,0,1,4.556666666666667,3.65,1,0,,0
M028,M,28,MAS,A3/A4,machine_run_3,3,machine_annotation,C,1,4.85,4.900000000000001,4.9,3.65,4.483333333333333,1,1,1,0,1,4.556666666666667,3.65,1,0,,0
M029,M,29,MAS,A3/A4,machine_run_3,3,machine_annotation,A,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M030,M,30,MAS,A3/A4,machine_run_3,3,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M031,M,31,MAS,A3/A4,machine_run_3,3,machine_annotation,B,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M032,M,32,MAS,A3/A4,machine_run_3,3,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,5.0,1,1,1,1,1,4.8,4.1,0,0,,1
M033,M,33,MAS,A3/A4,machine_run_3,3,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.1,5.0,1,1,1,1,1,4.8,4.1,0,0,,1
M034,M,34,MAS,A3/A4,machine_run_3,3,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.1,5.0,1,1,1,1,1,4.8,4.1,0,0,,1
M035,M,35,MAS,A3/A4,machine_run_3,3,machine_annotation,B,1,5.0,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.806666666666667,4.4,0,0,,1
M036,M,36,MAS,A3/A4,machine_run_3,3,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.806666666666667,4.4,0,0,,1
M037,M,37,MAS,A3/A4,machine_run_3,3,machine_annotation,D,1,5.0,5.000000000000001,4.9,4.4,4.733333333333333,1,1,1,1,1,4.806666666666667,4.4,0,0,,1
M038,M,38,MAS,A3/A4,machine_run_3,3,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M039,M,39,MAS,A3/A4,machine_run_3,3,machine_annotation,A,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M040,M,40,MAS,B,machine_run_3,3,machine_annotation,C,1,5.0,5.000000000000001,4.9,4.1,4.733333333333333,1,1,1,1,1,4.746666666666667,4.1,0,0,,1
M041,M,41,MAS,B,machine_run_3,3,machine_annotation,E,1,4.7,5.000000000000001,4.9,4.4,4.433333333333334,1,1,1,1,1,4.686666666666667,4.4,0,0,,1
M042,M,42,MAS,B,machine_run_3,3,machine_annotation,D,1,4.7,5.000000000000001,4.9,4.4,4.433333333333334,1,1,1,1,1,4.686666666666667,4.4,0,0,,1
M043,M,43,MAS,X,machine_run_3,3,machine_annotation,ABD,1,4.85,5.000000000000001,4.8,3.8499999999999996,5.0,1,1,1,0,1,4.7,3.8499999999999996,1,0,,0
M044,M,44,MAS,X,machine_run_3,3,machine_annotation,ABC,1,4.85,4.750000000000001,4.55,3.3499999999999996,5.0,1,1,1,0,1,4.5,3.3499999999999996,1,0,,0
M045,M,45,MAS,X,machine_run_3,3,machine_annotation,ABCDE,1,4.85,5.000000000000001,4.8,4.4,4.733333333333333,1,1,1,1,1,4.756666666666667,4.4,0,0,,1
M046,M,46,MAS,X,machine_run_3,3,machine_annotation,ABDE,1,4.35,4.900000000000001,4.9,4.25,4.483333333333333,1,1,1,1,1,4.576666666666666,4.25,0,0,,1
